id,sentence
85,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
86,생각보다 당신의 가능성은 훨씬 더 넓습니다.
87,생각보다 당신의 가능성은 훨씬 더 넓습니다.
88,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
89,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
90,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
91,생각보다 당신의 가능성은 훨씬 더 넓습니다.
92,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
93,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
94,생각보다 당신의 가능성은 훨씬 더 넓습니다.
95,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
96,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
97,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
98,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
99,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
100,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
101,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
102,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
103,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
104,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
105,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
106,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
107,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
108,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
109,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
110,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
111,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
112,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
113,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
114,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
115,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
116,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
117,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
118,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
119,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
120,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
121,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
122,생각보다 당신의 가능성은 훨씬 더 넓습니다.
123,생각보다 당신의 가능성은 훨씬 더 넓습니다.
124,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
125,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
126,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
127,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
128,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
129,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
130,생각보다 당신의 가능성은 훨씬 더 넓습니다.
131,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
132,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
133,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
134,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
135,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
136,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
137,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
138,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
139,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
140,생각보다 당신의 가능성은 훨씬 더 넓습니다.
141,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
142,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
143,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
144,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
145,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
146,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
147,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
148,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
149,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
150,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
151,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
152,생각보다 당신의 가능성은 훨씬 더 넓습니다.
153,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
154,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
155,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
156,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
157,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
158,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
159,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
160,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
161,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
162,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
163,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
164,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
165,생각보다 당신의 가능성은 훨씬 더 넓습니다.
166,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
167,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
168,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
169,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
170,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
171,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
172,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
173,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
174,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
175,생각보다 당신의 가능성은 훨씬 더 넓습니다.
176,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
177,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
178,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
179,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
180,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
181,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
182,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
183,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
184,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
185,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
186,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
187,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
188,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
189,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
190,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
191,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
192,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
193,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
194,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
195,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
196,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
197,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
198,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
199,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
200,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
201,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
202,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
203,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
204,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
205,생각보다 당신의 가능성은 훨씬 더 넓습니다.
206,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
207,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
208,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
209,생각보다 당신의 가능성은 훨씬 더 넓습니다.
210,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
211,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
212,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
213,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
214,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
215,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
216,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
217,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
218,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
219,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
220,생각보다 당신의 가능성은 훨씬 더 넓습니다.
221,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
222,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
223,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
224,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
225,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
226,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
227,생각보다 당신의 가능성은 훨씬 더 넓습니다.
228,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
229,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
230,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
231,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
232,생각보다 당신의 가능성은 훨씬 더 넓습니다.
233,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
234,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
235,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
236,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
237,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
238,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
239,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
240,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
241,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
242,생각보다 당신의 가능성은 훨씬 더 넓습니다.
243,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
244,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
245,생각보다 당신의 가능성은 훨씬 더 넓습니다.
246,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
247,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
248,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
249,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
250,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
251,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
252,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
253,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
254,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
255,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
256,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
257,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
258,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
259,생각보다 당신의 가능성은 훨씬 더 넓습니다.
260,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
261,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
262,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
263,생각보다 당신의 가능성은 훨씬 더 넓습니다.
264,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
265,생각보다 당신의 가능성은 훨씬 더 넓습니다.
266,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
267,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
268,생각보다 당신의 가능성은 훨씬 더 넓습니다.
269,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
270,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
271,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
272,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
273,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
274,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
275,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
276,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
277,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
278,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
279,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
280,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
281,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
282,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
283,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
284,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
285,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
286,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
287,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
288,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
289,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
290,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
291,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
292,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
293,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
294,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
295,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
296,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
297,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
298,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
299,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
300,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
301,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
302,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
303,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
304,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
305,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
306,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
307,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
308,생각보다 당신의 가능성은 훨씬 더 넓습니다.
309,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
310,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
311,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
312,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
313,생각보다 당신의 가능성은 훨씬 더 넓습니다.
314,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
315,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
316,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
317,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
318,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
319,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
320,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
321,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
322,생각보다 당신의 가능성은 훨씬 더 넓습니다.
323,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
324,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
325,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
326,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
327,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
328,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
329,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
330,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
331,생각보다 당신의 가능성은 훨씬 더 넓습니다.
332,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
333,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
334,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
335,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
336,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
337,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
338,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
339,생각보다 당신의 가능성은 훨씬 더 넓습니다.
340,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
341,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
342,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
343,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
344,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
345,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
346,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
347,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
348,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
349,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
350,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
351,생각보다 당신의 가능성은 훨씬 더 넓습니다.
352,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
353,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
354,생각보다 당신의 가능성은 훨씬 더 넓습니다.
355,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
356,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
357,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
358,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
359,생각보다 당신의 가능성은 훨씬 더 넓습니다.
360,생각보다 당신의 가능성은 훨씬 더 넓습니다.
361,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
362,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
363,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
364,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
365,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
366,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
367,생각보다 당신의 가능성은 훨씬 더 넓습니다.
368,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
369,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
370,지금의 고민도 시간이 지나면 하나의 경험이 됩니다.
371,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
372,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
373,오늘 하루는 스스로를 믿어보는 연습을 해보세요.
374,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
375,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
376,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
377,누군가에게 건넨 따뜻한 말이 결국 당신에게도 돌아옵니다.
378,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
379,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
380,생각보다 당신의 가능성은 훨씬 더 넓습니다.
381,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
382,천천히 가더라도 방향이 맞다면 충분히 잘 가고 있는 것입니다.
383,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
384,생각보다 당신의 가능성은 훨씬 더 넓습니다.
385,생각보다 당신의 가능성은 훨씬 더 넓습니다.
386,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
387,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
388,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
389,지금의 작은 노력도 결국 의미 있는 결과로 이어질 수 있습니다.
390,오늘은 스스로에게 조금 더 친절해져도 괜찮은 하루입니다.
391,생각보다 당신의 가능성은 훨씬 더 넓습니다.
392,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
393,오늘 만나는 작은 행운이 하루의 분위기를 바꿀 수 있습니다.
394,당신이 해온 노력은 분명 어딘가에서 쌓이고 있습니다.
395,잠시 쉬어가는 시간도 다음 도약을 위한 준비가 됩니다.
